index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
2131,1965-03-02,"Near Aradan, Russia",Aeroflot,Li-2,31.0,27.0,4.0,31.0,27.0,4.0,0.0,crashed into mountainous area while en route. failure of the rudder assembly.,6.75,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,32.0
2132,1965-03-08,"Libmanan, Philippines",Fairways (Filipinas Orient Airways),Douglas DC-3,12.0,9.0,3.0,10.0,7.0,3.0,0.0,crashed and burned on a forested mountain slope on mt. tangcong vaca. misjudgment of clearance with the ground by the crew which resulted in collision with trees.,3.0,16.67,McDonnell Douglas,OPERATIONAL,Ground Operations,Crashed,Commercial,Small,10.83
2133,1965-03-08," Kuibyshev , Russia",Aeroflot,Tupolev Tu-124V,30.0,21.0,9.0,30.0,21.0,9.0,0.0,the plane crashed in a snowy field after taking off. jamming of the elevator control and engine trouble.,2.33,0.0,Tupolev,TECHNICAL,Engine Failure,Crashed,Commercial,Small,31.0
2134,1965-03-17,"Musquodoboit, Nova Scotia, Canada",Eastern Provincial Airways,Handley Page HPR-7 Herald 211,8.0,5.0,3.0,8.0,5.0,3.0,0.0,communication was lost with the aircraft soon after takeoff. failure of corroded skin along the bottom center line of the aircraft which resulted in structural failure of the fuselage and aerial disintegration.,1.67,0.0,Handley Page,TECHNICAL,Structural Failure,Disappearance,Commercial,Small,9.0
2135,1965-03-20,"Khanty, Russia",Aeroflot,Antonov AN-24,47.0,42.0,5.0,43.0,42.0,1.0,0.0,"while attempting to land the plane  undershot the runway, hit a snowdrift, broke up and caught fire.",8.4,8.51,Antonov,OPERATIONAL,Runway Related,In-Flight Breakup,Commercial,Small,43.91
2136,1965-03-22,"Sugar Loaf Mountain, Colombia",AVIANCA,Douglas C-47,28.0,26.0,2.0,28.0,26.0,2.0,0.0,"crashed into pan de azucar peak, 35 nm from bucaramanga. flying under vfr in ifr conditions.",13.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,29.0
2137,1965-03-23,"Off San Juan, Puerto Rico",Military - Royal Canadian Air Force,Canadair CP-107 MK-2,16.0,14.0,2.0,16.0,14.0,2.0,0.0,the plane was participating in u.s. - canadian maneuvers.,7.0,0.0,Canadair,Unknown,Unknown,Unknown,Military,Small,17.0
2138,1965-03-26,"Lowery Pass, Pakistan",Pakistan International Airlines,Douglas C-47,26.0,22.0,4.0,22.0,18.0,4.0,0.0,crashed into a mountain  near the lowari pass.,5.5,15.38,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,22.85
2139,1965-03-31,"Off Tangier, Morocco",Iberia Airlines,Convair CV-440-62,53.0,48.0,5.0,50.0,45.0,5.0,0.0,stalled and crashed into the sea 10 nm off the coast of tangier. reason unknown.,9.6,5.66,Convair,Unknown,Unknown,Crashed,Commercial,Medium,50.94
2140,1965-04-10,"Near Damascus, Syria",Alia Royal Jordanian Airlines,Handley Page Dart Herald 207,54.0,50.0,4.0,54.0,50.0,4.0,0.0,"the plane flew into a mountain at 4,200 ft after taking off from beirut. structural failure of the fuselage.",12.5,0.0,Handley Page,TECHNICAL,Structural Failure,Unknown,Commercial,Medium,55.0
2141,1965-04-14,"Jersey, Channel Islands, UK",British United Airways,Douglas C-47B,27.0,23.0,4.0,26.0,23.0,3.0,0.0,"the aircraft crashed on its second approach in deteriorating weather condtions, crashing 3,000 feet short of the runway. the aircraft struck the approach lighting when it was flown below the safe approach path during an approach to land in conditions of very low clouds and poor visibility. the pilot disregarded the approach ban applied by his operations manual.",5.75,3.7,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,26.96
2142,1965-04-23,"Near Seattle, Washington",Aaxico Airlines,Douglas DC-6A,5.0,0.0,5.0,5.0,0.0,5.0,0.0,"the cargo plane flew into mt. rainier at 10,200 ft.  the improper correlation of the aircraft position with respect to obstructing terrain while continuing the flight on a vfr flight plan in instrument weather conditions.",0.0,0.0,McDonnell Douglas,TECHNICAL,Instrument Failure,Unknown,Commercial,Small,6.0
2143,1965-05-05,"Tenerife, Canary Islands, Spain Canary Islands",Iberia Airlines,Lockheed 1049G-55 Super Constellation,49.0,40.0,9.0,30.0,24.0,6.0,0.0,"the pilot, who saw the beginning of the runway clearly, but not the rest of it, decided to make a very low run after which he re-applied power for a go-around. after starting his go-around, the aircraft struck a tractor located 50 meters from the runway edge. heavily damaged, the plane crashed on the western edge of the diversion canal of the rodeo gorge. decision not to divert to las palmas in view of the weather conditions.",4.44,38.78,Lockheed Martin,OPERATIONAL,Runway Related,Crashed,Commercial,Small,30.61
2144,1965-05-20,"Cairo, Egypt",Pakistan International Airlines,Boeing B-720-040B,127.0,114.0,13.0,121.0,108.0,13.0,0.0,the aircraft  crashed during its approach.the plane descended during the approach at triple the normal rate until the aircraft struck the ground. the aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.,8.77,4.72,Boeing,OPERATIONAL,Ground Operations,Crashed,Commercial,Large,121.95
2145,1965-06-15,"Near Colombus, Georgia",Military - U.S. Army / Military - U.S. Army,Bell UH-1D / Bell UH1D (helicopters),18.0,14.4,3.6,18.0,14.4,3.6,0.0,"two helicopters flying in formation, crashed in mid-air at benning military base. ten aboard 8760 and 8 aboard 8840 killed.",4.0,0.0,Bell Textron,Unknown,Unknown,Crashed,Military,Small,19.0
2146,1965-06-25,"Near Santa Ana, California",Military - U.S. Air Force,Boeing C-135A,85.0,73.0,12.0,85.0,73.0,12.0,0.0,"crashed shortly after taking off from el toro marine corps air station bound for okinawa. after attaining an altitude of 1,000 feet, the plane failed to make a left turn and flew into rising terrain. cause unknown.",6.08,0.0,Boeing,Unknown,Unknown,Crashed,Military,Medium,86.0
2147,1965-06-28,"San Francisco, California",Pan American World Airways,Boeing B-707-321B,153.0,143.0,10.0,0.0,0.0,0.0,0.0,"just after the aircraft took off from san francisco international airport, the no. 4 engine disintegrated tearing off 25 feet of the right wing. an emergency landing was safely made at travis air force base. a plane was dispatched to pick up the passengers at travis air force base. while attempting to land, and in plain view of the passengers, the nose gear collapsed. improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. the aircraft was named ""clipper friendship.""",14.3,100.0,Boeing,TECHNICAL,Engine Failure,Emergency Landing,Commercial,Large,0.0
2148,1965-07-01,"Kansas City, Missouri",Continental Airlines,Boeing B-707-124,66.0,60.0,6.0,0.0,0.0,0.0,0.0,the aircraft slid off the end of the runway while landing and broke in two. hydroplaning of the landing gear wheels which led to braking ineffectiveness.,10.0,100.0,Boeing,OPERATIONAL,Landing Related,In-Flight Breakup,Commercial,Medium,0.0
2149,1965-07-06,"Near Oxford, England",Military -Royal Air Force,Handley Page Hastings C Mark 1,41.0,35.0,6.0,41.0,35.0,6.0,0.0,"the plane, carrying paratroopers, climbed to 2,000 ft., made a left turn and crashed. fatigue fracture of 2 bolts that attached the elevator to the horizontal stabilizer resulted in an abnormal pitch-up attitude and stall.",5.83,0.0,Handley Page,HUMAN_FACTOR,Crew Fatigue,Crashed,Military,Small,42.0
2150,1965-07-07,"Cairo, Egypt",Military - Soviet Air Force,Antonov AN-12,31.0,22.0,9.0,30.0,21.0,9.0,0.0,crashed and burned after taking off from almaza airport.,2.44,3.23,Antonov,Unknown,Unknown,Crashed,Military,Small,30.97
2151,1965-07-08,"Dog Creek, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-6B,52.0,46.0,6.0,52.0,46.0,6.0,0.0,the tail section separated from the fuselage after a bomb exploded in the passenger compartment.  it was believed a saboteur ignited a mixture of acid and gunpowder which may have been poured into the toilet in a suicide-for-insurance scheme.,7.67,0.0,McDonnell Douglas,EXTERNAL,Bombing,Explosion,Commercial,Medium,53.0
2152,1965-07-11,"Off Nantucket, Massachusetts",Military - U.S. Air Force,EC-121H (Super Constellation),19.0,15.0,4.0,16.0,13.0,3.0,0.0,"the aircraft experienced a lost of the no. 2 engine followed by a fire in the no. 3 engine and ditched in the north atlantic, 100 miles northeast of nantucket, in zero-zero weather.",3.75,15.79,Other,TECHNICAL,Engine Failure,Water Landing,Military,Small,16.84
2153,1965-07-15,"St. Thomas, Virgin Islands",Virgin Islands Airways,de Havilland 106A,12.0,11.0,1.0,8.0,7.0,1.0,0.0,the plane crashed into the water shortly after taking off. the pilot failed to maintain flying speed after lifting off prematurely. failed to abort takeoff. selected wrong runway relative to wind. improperly loaded aircraft.,11.0,33.33,de Havilland Canada,WEATHER,Severe Wind Conditions,Crashed,Commercial,Small,8.67
2154,1965-07-25,"Near Libacao, Philippines",Military - Philippine Air Force,Douglas C-47,37.0,30.0,7.0,37.0,30.0,7.0,0.0,"crashed and burned on penay island on a domestic flight. the plane hit mt. madiac at 7,000 ft. in rain, wind and low clouds.",4.29,0.0,McDonnell Douglas,WEATHER,Severe Wind Conditions,Crashed,Military,Small,38.0
2155,1965-08-04,"Panama City, Panama",Rutas Internacionales Peruanes,Douglas C-54D,7.0,4.0,3.0,7.0,4.0,3.0,0.0,the no. 2 engine of the cargo plane caught fire while it was taking off. a fire and a fuel tank explosion caused the plane to descend uncontrollably and crash.,1.33,0.0,McDonnell Douglas,TECHNICAL,Engine Failure,Crashed,Commercial,Small,8.0
2156,1965-08-12,"Near Cuiaba, Brazil",Paraense Transportes Aéreos,Curtiss C-46A,13.0,10.0,3.0,13.0,10.0,3.0,0.0,"about 30 minutes after taking off, the aircraft turned back to mato grosso with its left engine on fire. while over buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground.",3.33,0.0,Curtiss,TECHNICAL,Engine Failure,Crashed,Cargo,Small,14.0
2157,1965-08-16,"Lake Michigan, near Chicago, Illinois",United Air Lines,Boeing B-727-22,30.0,24.0,6.0,30.0,24.0,6.0,0.0,"the plane crashed into lake michigan 19.5 miles east of lake forest, illinois during  an approach and while descending from fl 350. the aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. officially, a cause could not be determined. the aircraft was dispatched illegally without an operating cvr. possible misread altimeter. the crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. possible excessive sink rate. excessive sink rate is thought to have possibly caused four 727 accidents in succession. lake michigan 8/16/65, cincinnati 11/8/65, salt lake city 11/11/65 and tokyo bay 2/4/66. only the salt lake and cincinnati crashes were officially attributed to it. after 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",4.0,0.0,Boeing,HUMAN_FACTOR,Training Related,Crashed,Commercial,Small,31.0
2158,1965-08-20,"Jeuk, Belgium",LOT Polish Airlines,Vickers 804 Viscount,4.0,0.0,4.0,4.0,0.0,4.0,0.0,after making a request to change course to avoid heavy weather the positioning flight suddenly descended and crashed. the overall atmospheric conditions in the vicinity of jeuk and the circumstances of the accident were such that it was assumed that the pilot lost control of the aircraft when entering a cumulonimbus cloud.,0.0,0.0,Vickers,WEATHER,Adverse Weather,Crashed,Commercial,Small,5.0
2159,1965-08-24,Hong Kong,Military - U.S. Marine Corps,Lockheed KC-130F,72.0,66.0,6.0,59.0,57.0,2.0,0.0,the plane crashed into kowloon bay after taking off from kai tak airport. pilot error. commander's decision to proceed with the takeoff with only three engines. failure to feather the non-functioning engine or trim the plane for a 3 engine takeoff. decision not to abort after directional control was lost.,11.0,18.06,Lockheed Martin,TECHNICAL,Engine Failure,Crashed,Military,Medium,59.82
2160,1965-09-04,"Lake Tustumena, Alaska",Cordova Airlines,Aero Commander 680,5.0,4.0,1.0,4.0,3.0,1.0,0.0,the pilot misjudged altitude and distance and crashed into the lake during a descent to land.  vfr flilght into adverse weather conditions.,4.0,20.0,Other,WEATHER,Adverse Weather,Crashed,Commercial,Small,4.8
2161,1965-09-11,"Near La Carlota, Phillipines",Filipinas Orient Airways,Douglas DC-3A,11.0,8.0,3.0,11.0,8.0,3.0,0.0,hit tree tops and crashed into mt. kantakan.,2.67,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,12.0
2163,1965-09-16,"Quang Ngai, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-3,39.0,36.0,3.0,38.0,35.0,3.0,0.0,shot down by communist ground fire.,12.0,2.56,McDonnell Douglas,EXTERNAL,Shot Down,Shot Down By Enemy,Commercial,Small,38.97
2164,1965-09-16,"Near Pastaza, Ecuador",TAO,Transportes Aéreos Orientales,11.0,8.0,3.0,9.0,6.0,3.0,0.0,crashed while en route.,2.67,18.18,Other,Unknown,Unknown,Crashed,Commercial,Small,9.82
2165,1965-09-17,"Montserrat, Antigua",Pan American World Airways,Boeing B-707-121B,30.0,21.0,9.0,30.0,21.0,9.0,0.0,"crashed into mountains 32 miles southwest of its destination while descending for a landing. pilot became lost and disoriented. crew did not determine their position before descending. navigation error. the aircraft was named ""clipper constitution.""",2.33,0.0,Boeing,HUMAN_FACTOR,Navigation Error,Crashed,Commercial,Small,31.0
2166,1965-09-27,"Bao Trai, Vietnam",Air America,Beechcraft C-45H,3.0,1.0,2.0,3.0,1.0,2.0,0.0,collided with houses during an uncontrolled descent.,0.5,0.0,Beechcraft,Unknown,Unknown,Collision,Commercial,Small,4.0
2167,1965-10-08,"Near Patian, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,4.0,0.0,4.0,4.0,0.0,4.0,0.0,the cago plane did not clear a ridge and crashed.,0.0,0.0,Fokker,Unknown,Unknown,Crashed,Commercial,Small,5.0
2168,1965-10-17,"Bucaramanga, Colombia",AVIANCA,Douglas DC-3 / Piper PA-18A,19.0,15.0,4.0,19.0,15.0,4.0,0.0,"midair collision between a douglas dc-3 and piper pa-18.  eighteen killed on the dc-3, one on the piper.",3.75,0.0,McDonnell Douglas,Unknown,Unknown,Collision,Commercial,Small,20.0
2169,1965-10-18,"Near Hanoi, Vietnam",International Control Commision,Boeing 307 Stratoliner B-1,13.0,9.0,4.0,13.0,9.0,4.0,0.0,shot down by communist ground fire.,2.25,0.0,Boeing,EXTERNAL,Shot Down,Shot Down By Enemy,Commercial,Small,14.0
2170,1965-10-20,"Near Manila, Philippines",Philippine Air Lines,Douglas DC-3,37.0,34.0,3.0,1.0,1.0,0.0,0.0,the aircraft veered to the left after taking off. the pilot lost control and crashed. failure of the pilot to set the rudder trim tab to the proper position before takeoff and during the flight. undetected deflection of the rudder trim tab.,11.33,97.3,McDonnell Douglas,OPERATIONAL,Takeoff Related,Crashed,Commercial,Small,1.03
2171,1965-10-27,"London, England",British European Airways,Vickers Vanguard 951,36.0,30.0,6.0,36.0,30.0,6.0,0.0,"the aircraft made two unsuccessfull attempts at landing at heathrow airport and overshot the runway. the third time, the plane again overshot the runway, began climbing, then suddenly dove into the runway at a steep angle. pilot error. low visibility, crew fatigue, disorientation, lack of experience in overshooting in fog, over-reliance on instruments and incorrect indication of position by instruments.",5.0,0.0,Vickers,OPERATIONAL,Runway Related,Shot Down By Enemy,Commercial,Small,37.0
2172,1965-11-02,"Obock, French Somaliland",Military - French Air Force,Douglas C-47A,30.0,25.0,5.0,30.0,25.0,5.0,0.0,the plane crashed and exploded as it attempted to land at obock. the civilians aboard included a hand-ball team.,5.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Military,Small,31.0
